image_id,class_id,image_filename,is_old_subset,grayscale_entropy,edge_density,laplacian_sharpness,luminance_contrast,mean_saturation,colorfulness,center_vs_border_contrast,jpeg_bytes_per_pixel
14,1,n01443537_12900_n01443537.JPEG,False,6.919383751481495,0.3401641845703125,0.004511102531928825,0.16360017514221645,0.36652879901960783,46.94778467579428,0.1231623231975082,0.2083587646484375
15,1,n01443537_6428_n01443537.JPEG,False,6.861264539628886,0.32476806640625,0.0054810114724505,0.19035125362559632,0.44761065314797793,100.19427676674675,0.2510936063878677,0.2156219482421875
16,1,n01443537_815_n01443537.JPEG,False,6.819141898125443,0.290863037109375,0.0008751859448589484,0.12964498192276125,0.5010386747472426,79.27741562144465,0.08255838631025325,0.1912384033203125
17,1,n01443537_11513_n01443537.JPEG,False,6.693795481240574,0.368804931640625,0.005770803859993752,0.11798375500744214,0.3941546271829044,64.81776540274396,0.04254684946895426,0.239898681640625
18,1,n01443537_2973_n01443537.JPEG,False,6.97700252145238,0.71868896484375,0.010168114427143406,0.22378288982433153,0.7711974499272365,94.14748007754996,0.13053473179636435,0.3596038818359375
19,1,n01443537_15549_n01443537.JPEG,False,6.378635695641829,0.362884521484375,0.0025804185702314013,0.09205577402043867,0.8006380567363665,179.5688236390355,0.01987320644403595,0.26312255859375
20,2,n01484850_8300_n01484850.JPEG,False,7.061793645884209,0.66632080078125,0.04860223062493992,0.15252563633863,0.8831081614774816,81.87828266703413,0.020600522109885555,0.482818603515625
21,2,n01484850_31691_n01484850.JPEG,False,6.866064730799647,0.3265533447265625,0.008582235216773596,0.16914777351194873,0.4607157389322917,54.227039060446366,0.016468242570465585,0.229217529296875
22,2,n01484850_19573_n01484850.JPEG,False,7.239628576110408,0.8028717041015625,0.07244395888525447,0.15623186134496614,0.41461444929534313,50.32789951721753,0.0004825367647058876,0.45465087890625
23,2,n01484850_17311_n01484850.JPEG,False,6.3052646102980905,0.3416748046875,0.010942504366559734,0.11531724176387824,0.6737606871361826,51.28627835473041,0.041022725822099704,0.242919921875
24,2,n01484850_541_n01484850.JPEG,False,6.319708068036797,0.270355224609375,0.007774201554089774,0.1025815336262345,0.5150105794270833,26.28132167924066,0.05023336971507353,0.2125396728515625
25,2,n01484850_1652_n01484850.JPEG,False,6.257501407132877,0.2805938720703125,0.004212422618403979,0.1572070106249965,0.8587428074257046,57.54254651178512,0.09937807968239376,0.2017059326171875
26,2,n01484850_9425_n01484850.JPEG,False,6.655781315624829,0.198516845703125,0.002015239124525423,0.22641988408687855,0.3265967275582108,11.712112221207127,0.2603235581341912,0.145355224609375
27,2,n01484850_19392_n01484850.JPEG,False,6.866541136285939,0.343505859375,0.005939451904766195,0.2116785479808195,0.5938358680874694,68.8862065113334,0.18841193704044112,0.2152557373046875
28,2,n01484850_31249_n01484850.JPEG,False,7.341007699823505,0.2396392822265625,0.007979133251033256,0.19250546885185815,0.7257991416781556,85.28854304920318,0.10381362017463236,0.236602783203125
29,2,n01484850_1329_n01484850.JPEG,False,6.9851162758757965,0.2969970703125,0.00796087292147251,0.15443694596027385,0.5940013810700061,69.82818123223291,0.053251697814542476,0.2507781982421875
30,3,n01491361_7058_n01491361.JPEG,False,6.566890634700026,0.3714599609375,0.02601416775924524,0.19024035727740599,0.2790995878331802,31.455615971685337,0.06729824091094772,0.2570343017578125
31,3,n01491361_531_n01491361.JPEG,False,6.988766704215166,0.3543243408203125,0.018887898152903933,0.2180949358232292,0.4747528076171875,75.53045303847023,0.10956065857332514,0.258392333984375
32,3,n01491361_47_n01491361.JPEG,False,6.865346487194643,0.4175567626953125,0.02738376615965013,0.14153616820390838,0.3248137230966605,44.013913548747595,0.06399755540236923,0.272247314453125
33,3,n01491361_11283_n01491361.JPEG,False,6.925196648911704,0.7452392578125,0.008754615769025132,0.12636074827687352,0.6084783815870098,75.888631454314,0.05746687346813717,0.351837158203125
34,3,n01491361_7394_n01491361.JPEG,False,6.036018973327183,0.203155517578125,0.0040130335988562095,0.07362450758092334,0.9451535692401961,66.83476031283992,0.10785654105392162,0.198944091796875
35,3,n01491361_1458_n01491361.JPEG,False,6.587272894182242,0.5098876953125,0.012408502645466887,0.09553176629248175,0.0,0.0,0.01396292892156853,0.2815399169921875
36,3,n01491361_7310_n01491361.JPEG,False,7.283522744074702,0.603759765625,0.0215085323440804,0.17805716918766853,0.5765811695772058,70.76015758197713,0.16046182470383985,0.3902130126953125
37,3,n01491361_3464_n01491361.JPEG,False,6.415770403987818,0.1462249755859375,0.0010360183921148114,0.1496773543080197,0.3432415532130821,66.99030783904236,0.051333757786969025,0.1557769775390625
38,3,n01491361_7505_n01491361.JPEG,False,7.203287015476625,0.4439544677734375,0.0074802791444396385,0.1466765202404449,0.2812389897365196,40.528848603422766,0.08369986340890523,0.266876220703125
39,3,n01491361_3501_n01491361.JPEG,False,7.048882822314587,0.417144775390625,0.008881119754121012,0.18124669618290498,0.7374697217754289,87.47233325078986,0.16512794245302292,0.240447998046875
40,4,n01494475_1553_n01494475.JPEG,False,6.582563219043604,0.49603271484375,0.0030859849013900897,0.16123517424994976,0.4009363511029412,36.485142061881966,0.08632437512765534,0.2658233642578125
41,4,n01494475_5547_n01494475.JPEG,False,7.020675518492283,0.2045135498046875,0.011024646282379372,0.16335757503966863,0.9722937490425858,125.33355936397477,0.03200348498774508,0.18621826171875
42,4,n01494475_732_n01494475.JPEG,False,6.558888507807829,0.781707763671875,0.01382888154495867,0.09107604327988365,0.27863296807981003,31.984551667210553,0.02356483609068638,0.382415771484375
43,4,n01494475_21772_n01494475.JPEG,False,6.051797953822584,0.1202545166015625,0.0024087166557033354,0.1091701623369144,0.6917874205346201,70.18456743495148,0.048467977685866026,0.1920623779296875
44,4,n01494475_14636_n01494475.JPEG,False,5.614494135030713,0.148681640625,0.0006134143493488082,0.09367383806585165,0.8392570944393383,57.757549793145444,0.08000496259701795,0.1490631103515625
45,4,n01494475_1397_n01494475.JPEG,False,7.064216900389704,0.1073455810546875,0.00431700416456411,0.21754364853860422,0.6471790986902574,72.37693149931405,0.04457289751838234,0.163818359375
46,4,n01494475_16286_n01494475.JPEG,False,4.948367892036674,0.1091461181640625,0.0008146571856377354,0.1397692407761461,0.8686855540556067,65.58967302585938,0.06293147467320259,0.1180419921875
47,4,n01494475_27810_n01494475.JPEG,False,7.592303796601118,0.1230926513671875,0.0066867845675341216,0.2069990067447696,0.0,0.0,0.056193033854166685,0.158111572265625
48,4,n01494475_17034_n01494475.JPEG,False,6.986006826060884,0.27044677734375,0.002409361502336841,0.13258888328864749,0.7117370007084866,63.42043358943222,0.05292123034109486,0.205902099609375
49,4,n01494475_16918_n01494475.JPEG,False,7.600218073495737,0.4506072998046875,0.0081148068238478,0.199536685073471,0.3996279847388174,75.07542114479642,0.054533835018382326,0.263916015625
50,5,n01496331_4612_n01496331.JPEG,False,7.544133870485357,0.756683349609375,0.07836934806474673,0.30527935177224413,0.10823537789139093,18.22525720582052,0.01799978617749176,0.4367523193359375
51,5,n01496331_18994_n01496331.JPEG,False,6.718224151046794,0.3349456787109375,0.0026660010760584866,0.11434547113993444,0.5689180860332415,122.17615528794711,0.014407488255719025,0.2561798095703125
52,5,n01496331_11690_n01496331.JPEG,False,6.925537241053341,0.403839111328125,0.009027859439578527,0.14856809393053333,0.44625992120481006,45.80651299680239,0.10983790977328428,0.2552642822265625
53,5,n01496331_33488_n01496331.JPEG,False,7.324939389847418,0.5104522705078125,0.015559717491469626,0.16713385469893796,0.7942195518344056,114.15823872256834,0.04296013327205894,0.333221435546875
54,5,n01496331_6778_n01496331.JPEG,False,7.579764789302383,0.0538482666015625,0.00015848349718257398,0.21348207795972246,0.8023968864889706,92.50085916134961,0.040325648488562016,0.1268310546875
55,5,n01496331_27235_n01496331.JPEG,False,7.785297385275891,0.8051300048828125,0.01489990375171208,0.2549146228345991,0.18440444048713237,26.859049559710336,0.05446123110702622,0.3920440673828125
56,5,n01496331_7804_n01496331.JPEG,False,7.430822620739928,0.91986083984375,0.009612412912852027,0.17886172342674544,0.17932027180989582,37.33718070628409,0.004996106515523069,0.3837890625
57,5,n01496331_10269_n01496331.JPEG,False,7.065334535641744,0.7970123291015625,0.026353868648025996,0.13488320254556335,0.19298197428385416,30.109153934959807,0.09773826848447698,0.4045562744140625
58,5,n01496331_14128_n01496331.JPEG,False,7.50227606322754,0.5645294189453125,0.001377627069516532,0.2479931234575309,0.40215884937959556,68.72963698686014,0.15084356170853763,0.2350921630859375
59,5,n01496331_2889_n01496331.JPEG,False,7.657586148242185,0.97711181640625,0.0502498245679246,0.20146634086869789,0.5122458065257353,60.91644117744385,0.09673370161866829,0.5546112060546875
60,6,n01498041_5386_n01498041.JPEG,False,6.697188732989281,0.8136138916015625,0.07120183502514058,0.10965992661602811,0.24637804218367035,35.624789593499905,0.020830860013276165,0.4422454833984375
61,6,n01498041_10390_n01498041.JPEG,False,6.629927688450274,0.60894775390625,0.021740240194576606,0.19191094144326432,0.18639807607613357,35.87796258813346,0.11733940972222207,0.321563720703125
62,6,n01498041_21945_n01498041.JPEG,False,6.6057352162918885,0.2242584228515625,0.003304169276089725,0.10708170169423027,0.9670933143765319,96.68283448163331,0.04275580512152771,0.2194671630859375
63,6,n01498041_10339_n01498041.JPEG,False,6.937336881807772,0.305755615234375,0.0011916113431432623,0.12983570035063832,0.4257427140778186,41.13290609821033,0.05822538488051465,0.183990478515625
64,6,n01498041_9135_n01498041.JPEG,False,6.958889174459482,0.759552001953125,0.0221002936445718,0.12898654147945923,0.743160831227022,76.07381513454567,0.013874048968545716,0.442169189453125
65,6,n01498041_11013_n01498041.JPEG,False,7.549369378772383,0.6338348388671875,0.014394683779225538,0.2980578389876149,0.0352972292432598,2.7757788400536336,0.3115329318576388,0.304779052734375
66,6,n01498041_13488_n01498041.JPEG,False,7.606309161619111,0.6849365234375,0.03441650296760861,0.2685277768083195,0.2073269114774816,17.763070487748223,0.14543808083129084,0.3927001953125
67,6,n01498041_446_n01498041.JPEG,False,7.162423100291701,0.4696502685546875,0.005195144013870867,0.15995562907064195,0.33376991421568625,40.8510740356954,0.09084257238051474,0.2698822021484375
68,6,n01498041_3411_n01498041.JPEG,False,6.637076441866739,0.46380615234375,0.006461310703815839,0.09969651898603021,0.4425103281058517,50.36420516363361,0.04772430619383172,0.2585906982421875
69,6,n01498041_6768_n01498041.JPEG,False,7.143365159825236,0.76104736328125,0.02862934703599577,0.1437416256521025,0.354693483838848,44.508424312324884,0.08703820720996736,0.40692138671875
70,7,n01514668_19021_n01514668.JPEG,False,7.850785537989901,0.7861328125,0.0592817131256608,0.2778396501845881,0.24577690573299632,54.086768239609945,0.08674260557087421,0.4718780517578125
71,7,n01514668_13203_n01514668.JPEG,False,7.684648699640068,0.8748931884765625,0.03565849213268334,0.22213030955137036,0.26923965753293505,52.56406196461489,0.13289068882761434,0.48321533203125
72,7,n01514668_16851_n01514668.JPEG,False,7.2271805808646725,0.7207183837890625,0.011206164039221693,0.14510012420085985,0.4890091241574755,78.9963145512526,0.024880562576593157,0.3495635986328125
73,7,n01514668_2015_n01514668.JPEG,False,7.386445767742735,0.8256683349609375,0.047106709258458286,0.1951634780676329,0.21645406087239583,33.43074219134013,0.24051960465175637,0.45684814453125
74,7,n01514668_14945_n01514668.JPEG,False,7.227947224688297,0.4672698974609375,0.011932337847822954,0.16034641952876108,0.2736904967064951,52.7506939652304,0.08564612694035956,0.2684478759765625
75,7,n01514668_21651_n01514668.JPEG,False,7.243633049404077,0.559295654296875,0.023117576754583574,0.16823934285060163,0.22330136766620712,54.644765665873265,0.01122576146343951,0.3364715576171875
76,7,n01514668_17573_n01514668.JPEG,False,6.642742742837028,0.32281494140625,0.026051679154351696,0.16332596190598217,0.45503372491574756,59.9843697044808,0.08654386233660133,0.2613372802734375
77,7,n01514668_6737_n01514668.JPEG,False,7.3620206700434885,0.7998046875,0.03133240520472895,0.20466085352009786,0.527978515625,54.88884107030205,0.04473007301879084,0.4495086669921875
78,7,n01514668_21543_n01514668.JPEG,False,7.6585091049952485,0.9506683349609375,0.18558378050209054,0.19681504609089728,0.38796398686427697,71.88027457486339,0.06481622434129902,0.6217193603515625
79,7,n01514668_17788_n01514668.JPEG,False,7.520643626388589,0.675445556640625,0.03656704020839341,0.21445987954342047,0.2289043950099571,30.989096348916124,0.068924169602737,0.39068603515625
80,8,n01514859_1421_n01514859.JPEG,False,6.960852608105,0.6949310302734375,0.020851006542705927,0.13205098690057424,0.4236209046606924,45.83860147634783,0.03662819457209959,0.3567962646484375
81,8,n01514859_9443_n01514859.JPEG,False,7.635560219191195,0.7332000732421875,0.044842842333777874,0.24734258824142452,0.23101447610294118,28.10161743725245,0.11939489825878269,0.4319915771484375
82,8,n01514859_10845_n01514859.JPEG,False,7.306340983904229,0.8276214599609375,0.0635847850361039,0.2089222332101815,0.2750816794002757,32.38845064231845,0.07419258067810458,0.4858551025390625
83,8,n01514859_13814_n01514859.JPEG,False,7.008721381557383,0.3558197021484375,0.008935866013071895,0.29960354091160935,0.3004922305836397,43.03980385116663,0.050834306704452714,0.213470458984375
84,8,n01514859_3231_n01514859.JPEG,False,7.623112716001801,0.7837066650390625,0.07447196587925918,0.2860315853228299,0.4280751546223958,51.797661747967695,0.13122039994383172,0.4448089599609375
85,8,n01514859_9500_n01514859.JPEG,False,7.390083584109725,0.6458282470703125,0.02072072311806156,0.20442324325051758,0.7482554716222426,47.640597011272,0.010718252144607865,0.337860107421875
86,8,n01514859_3299_n01514859.JPEG,False,6.329833247485116,0.9298248291015625,0.009970043260104287,0.07723097631408778,0.5238376991421568,33.00603796378553,0.017511425142973824,0.368560791015625
87,8,n01514859_3376_n01514859.JPEG,False,7.607471289657199,0.8753662109375,0.09463316111141147,0.19360436065495634,0.42478751388250613,57.765447536757684,0.01927314708435457,0.5142364501953125
88,8,n01514859_8340_n01514859.JPEG,False,6.993198761650633,0.784820556640625,0.02082190302783184,0.12277853604198283,0.22907511393229166,25.99213968941188,0.020525444878472243,0.36651611328125
89,8,n01514859_8381_n01514859.JPEG,False,7.256483205785651,0.721282958984375,0.010290019069438437,0.16131790672795804,0.4600575764973958,53.0889853606798,0.04520487068525325,0.3246917724609375
90,9,n01518878_7429_n01518878.JPEG,False,7.716136591893792,0.866119384765625,0.04493178611441513,0.2639221592279474,0.5918330173866422,57.1313885208621,0.21008699703839867,0.4845428466796875
91,9,n01518878_3166_n01518878.JPEG,False,7.6102127149903875,0.832366943359375,0.1319503808819024,0.27938500145214085,0.5072944790709253,57.30556260802253,0.07516315933925655,0.53546142578125
92,9,n01518878_102_n01518878.JPEG,False,6.939829358518008,0.604248046875,0.02445907223183391,0.16714139878285617,0.43857134650735297,78.81257237183169,0.041340826695261346,0.345703125
93,9,n01518878_17678_n01518878.JPEG,False,7.531348030139109,0.6469573974609375,0.02250775458582636,0.19428604097341584,0.2960562313304228,37.19257169440321,0.13643256293402778,0.311737060546875
94,9,n01518878_6663_n01518878.JPEG,False,7.20182556777042,0.7709197998046875,0.05385702013648597,0.21242468268042433,0.2472787894454657,22.40448026382932,0.2186640720741421,0.4517974853515625
95,9,n01518878_1743_n01518878.JPEG,False,7.4840970377542595,0.88653564453125,0.07387085899578888,0.20147833297196915,0.3510612338196998,32.95839286429351,0.07778990502450983,0.4998016357421875
96,9,n01518878_14393_n01518878.JPEG,False,6.690833950482888,0.58953857421875,0.020515912036536427,0.23761443750370348,0.19141821767769607,34.76165690866204,0.05879081775939554,0.3139190673828125
97,9,n01518878_5959_n01518878.JPEG,False,6.43194375058201,0.141357421875,0.005055107166564543,0.13955005688269334,0.25263558182061885,42.38328893269207,0.02464679393892988,0.1323394775390625
98,9,n01518878_32415_n01518878.JPEG,False,7.499147781154002,0.568389892578125,0.025514417250126157,0.255981831302854,0.14622904459635416,19.132148834237462,0.35784632863562094,0.3177032470703125
99,9,n01518878_40886_n01518878.JPEG,False,6.71853419395538,0.5196685791015625,0.013757725957264034,0.24126679996241074,0.3926115746591605,31.931442090201053,0.12492213031045757,0.285491943359375
100,10,n01530575_2066_n01530575.JPEG,False,7.153005582381273,0.5891571044921875,0.007874746942281814,0.13787129511441348,0.16757112390854778,21.087185593389513,0.13907534530739385,0.299774169921875
101,10,n01530575_33083_n01530575.JPEG,False,7.629594330715124,0.618896484375,0.028332661266099575,0.21131818212768777,0.137158203125,23.621722433517238,0.06995913436989387,0.3514862060546875
102,10,n01530575_3162_n01530575.JPEG,False,7.4977219831102575,0.847442626953125,0.006643357385080257,0.176379129832426,0.491291779162837,49.09729137211096,0.09959597120098052,0.3451080322265625
103,10,n01530575_8794_n01530575.JPEG,False,6.597679164150106,0.3214569091796875,0.0012375400048959533,0.15992775442798304,0.25157171511182597,30.284642643655175,0.04600846035028583,0.181732177734375
104,10,n01530575_10121_n01530575.JPEG,False,7.525911275915119,0.7715606689453125,0.028851627641712323,0.27066888547164936,0.22393050848268994,38.38047117522336,0.0049712935304329076,0.46771240234375
105,10,n01530575_3370_n01530575.JPEG,False,6.736894765971014,0.27880859375,0.007844368752402922,0.19004626473289754,0.14672157437193628,26.62148714319563,0.058181423611111005,0.212066650390625
106,10,n01530575_4518_n01530575.JPEG,False,5.98780653575932,0.5885772705078125,0.0510091793495891,0.25777398841777244,0.7969807942708333,72.54939667713961,0.09584849239174839,0.398406982421875
107,10,n01530575_519_n01530575.JPEG,False,7.515281848914157,0.5959625244140625,0.02141915303383915,0.18857115891548662,0.19066724590226716,28.867414158748918,0.12323396969464862,0.304168701171875
108,10,n01530575_7605_n01530575.JPEG,False,7.409410081171421,0.43572998046875,0.009653815915152825,0.2324609076045013,0.29202438055300245,32.30407950520404,0.2016960592830883,0.2459564208984375
109,10,n01530575_10372_n01530575.JPEG,False,7.541979315516062,0.9080047607421875,0.05235718289690263,0.20335397278290404,0.3302270029105392,35.15147173205901,0.04533683427798202,0.496246337890625
110,11,n01531178_13456_n01531178.JPEG,False,7.264957997652768,0.32708740234375,0.02468564712190023,0.18023675171816633,0.24686195523131127,40.22039485654347,0.07391501034007347,0.26849365234375
111,11,n01531178_5000_n01531178.JPEG,False,6.7101403311280094,0.2601318359375,0.011979565589256537,0.14153134556146274,0.3559877881816789,44.671156375977645,0.03292028888378262,0.232391357421875
112,11,n01531178_3495_n01531178.JPEG,False,7.229871294691098,0.5727081298828125,0.021732648463031048,0.22065298023853963,0.5847751991421568,60.96788737917703,0.09262767118566179,0.3381195068359375
113,11,n01531178_4337_n01531178.JPEG,False,6.099125466397153,0.2357025146484375,0.012901598656466264,0.08795539219516467,0.15055350509344362,43.239980432547924,0.0007781384037991446,0.2104644775390625
114,11,n01531178_66778_n01531178.JPEG,False,6.432444866232759,0.3917083740234375,0.01542174987910299,0.2064122445335583,0.36309993968290444,66.95777246848404,0.1964361851511438,0.2653045654296875
115,11,n01531178_30004_n01531178.JPEG,False,7.199827855065475,0.5546875,0.027771089019247408,0.1633504009609408,0.22785722321155025,53.06044686877509,0.040499818091299045,0.33892822265625
116,11,n01531178_28153_n01531178.JPEG,False,6.893927530005326,0.300018310546875,0.008247676205515907,0.14138200194408587,0.46387741986443015,80.70914155638101,0.10548143573835794,0.2335968017578125
117,11,n01531178_13674_n01531178.JPEG,False,6.324782914757961,0.247283935546875,0.008809448852304402,0.14360688186311288,0.3665661980124081,43.50882038786841,0.06501919615502455,0.2081146240234375
118,11,n01531178_777_n01531178.JPEG,False,7.581184596589625,0.657806396484375,0.025593272513125962,0.21544591246537506,0.3661956787109375,70.47990007585872,0.014764125051062171,0.3574676513671875
119,11,n01531178_2336_n01531178.JPEG,False,6.937550969496173,0.308197021484375,0.01861657635059232,0.17756855754789116,0.1895751354741115,44.754465060149286,0.02694554547079242,0.23760986328125
120,12,n01532829_1674_n01532829.JPEG,False,6.892034131463909,0.57952880859375,0.007152159213103132,0.18586051047580585,0.34518785663679535,48.13452347909218,0.1141935061785131,0.287109375
121,12,n01532829_5147_n01532829.JPEG,False,7.685450931145263,0.796417236328125,0.02021340950595925,0.2124990170319724,0.16097100949754903,26.011882301211767,0.027952426087622606,0.381622314453125
122,12,n01532829_1176_n01532829.JPEG,False,7.475329558372092,0.68243408203125,0.022003356863195645,0.17822595133540056,0.17833144244025737,23.82784681411023,0.0020584405637255054,0.3266143798828125
123,12,n01532829_33928_n01532829.JPEG,False,6.235816179391993,0.3297271728515625,0.02001990529859309,0.09508285640757863,0.40370638978247547,29.83670465962802,0.019392105800653592,0.274444580078125
124,12,n01532829_24610_n01532829.JPEG,False,6.762071922176773,0.5027313232421875,0.014231721085339776,0.11526501442491767,0.36925156537224263,27.074007498897064,0.0867121278850082,0.2818450927734375
125,12,n01532829_21053_n01532829.JPEG,False,7.618540532631335,0.4436187744140625,0.022118572746960302,0.22565029012347676,0.5639014150582108,65.09532118322485,0.22387966579861113,0.29254150390625
126,12,n01532829_12137_n01532829.JPEG,False,7.50964651575266,0.4717864990234375,0.07602152389180243,0.2067240603144121,0.16284622491574754,30.77463947143582,0.19895586001327625,0.3250732421875
127,12,n01532829_9179_n01532829.JPEG,False,7.07749114743273,0.3970489501953125,0.016275833757599244,0.13371091516252886,0.14373707490808824,22.509606063646906,0.03156427121629901,0.2610626220703125
128,12,n01532829_4243_n01532829.JPEG,False,7.142134815567576,0.4499969482421875,0.01126150258088836,0.1536533998154521,0.5222266702090993,43.73653308231006,0.08805665658190365,0.2520904541015625
129,12,n01532829_5548_n01532829.JPEG,False,7.878592368259891,0.9259033203125,0.042985659155282824,0.2526365880199964,0.46132800532322304,62.282024505856555,0.04189181857638885,0.5269317626953125
130,13,n01534433_20626_n01534433.JPEG,False,6.558181382307285,0.340576171875,0.014471408795595444,0.13459257447706957,0.3746856689453125,54.89961068213182,0.023293808083128864,0.2579803466796875
131,13,n01534433_13860_n01534433.JPEG,False,6.38469772920708,0.2816314697265625,0.01163616129087971,0.117616776816389,0.312235933191636,31.771523779070613,0.05994785283905224,0.20977783203125
132,13,n01534433_14336_n01534433.JPEG,False,6.887141427524886,0.5103302001953125,0.0514929039649714,0.14494184887369607,0.27025948318780635,28.675776426888127,0.03924855749591499,0.396881103515625
133,13,n01534433_7_n01534433.JPEG,False,6.9780279400223595,0.51116943359375,0.02663087016937596,0.18145031177569018,0.5930288277420344,23.148790811869414,0.015452505872140504,0.302642822265625
134,13,n01534433_14879_n01534433.JPEG,False,7.181251362706224,0.444244384765625,0.025540703902195067,0.1616001614243966,0.4067956064261642,51.09606521784096,0.0021197150735293158,0.2962493896484375
135,13,n01534433_455_n01534433.JPEG,False,5.889177840553883,0.25048828125,0.009558964794940648,0.16108801215621332,0.24018195657169117,43.27818749214741,0.09312057993770406,0.1981353759765625
136,13,n01534433_13734_n01534433.JPEG,False,6.083969680357399,0.532257080078125,0.04216009636467945,0.25522137108271775,0.07625846114813113,19.365431231575208,0.20260017744076797,0.3516387939453125
137,13,n01534433_3983_n01534433.JPEG,False,7.150198413742381,0.3708343505859375,0.02973362718440624,0.27349046568968993,0.23224319757199754,25.151534778212675,0.024235983455882293,0.304473876953125
138,13,n01534433_18408_n01534433.JPEG,False,7.0602461238994305,0.436981201171875,0.015918896597011966,0.13822063939179507,0.36805916580499387,21.934741514263933,0.10887977749693628,0.2757568359375
139,13,n01534433_15438_n01534433.JPEG,False,6.633562734459224,0.27593994140625,0.02937938767916787,0.15261534773138427,0.4150928572112439,26.34430461631555,0.016761849596609507,0.214752197265625
140,14,n01537544_22226_n01537544.JPEG,False,7.465547251680427,0.7449188232421875,0.026457608702181855,0.19745321728767695,0.2668218874463848,24.37414901843666,0.08095184525633164,0.38916015625
141,14,n01537544_1308_n01537544.JPEG,False,6.173104734549629,0.337188720703125,0.05184664082774654,0.11263742794925775,0.5168001661113665,48.38703499906536,0.00460891224979576,0.296295166015625
142,14,n01537544_6876_n01537544.JPEG,False,7.21441789215104,0.6161651611328125,0.01776532200655998,0.31419914145488204,0.33318307913985906,61.194713636606494,0.22305190142463238,0.332794189453125
143,14,n01537544_25698_n01537544.JPEG,False,7.192157440852676,0.6628570556640625,0.015151777843107218,0.14372490850886122,0.1997568167892157,40.92817423201206,0.09715089486315354,0.3721923828125
144,14,n01537544_9058_n01537544.JPEG,False,7.450439190225586,0.5787811279296875,0.006973731463709871,0.1716340371527911,0.28454476150811886,42.08333452538414,0.018103984757965708,0.2601165771484375
145,14,n01537544_24543_n01537544.JPEG,False,7.461299070592427,0.336578369140625,0.047787496940029074,0.19760413781920794,0.4093862496170343,56.8028074256973,0.1263959099264706,0.3138427734375
146,14,n01537544_2038_n01537544.JPEG,False,7.5224372182573225,0.7318878173828125,0.008942743907841935,0.1799369549963494,0.747210693359375,125.47126450000087,0.21251340379901956,0.3338165283203125
147,14,n01537544_1859_n01537544.JPEG,False,3.895622333557263,0.202545166015625,0.010184127649221456,0.08252705436972141,0.404814177868413,53.393189774824734,0.010944361468545716,0.1972503662109375
148,14,n01537544_2957_n01537544.JPEG,False,7.346493390703721,0.63653564453125,0.07767173476697664,0.17661941192884623,0.31178906010646446,48.597269509666646,0.004490512025122573,0.4188690185546875
